Area,Price_RM,Size_SQFT,Bedrooms,Bathrooms,Property_Type,Source
Iskandar Puteri,1380000,1540.0,4.0,3.0,Terrace House,Mudah
Johor Bahru,1200000,3000.0,4.0,3.0,Terrace House,Mudah
Iskandar Puteri,838000,1800.0,4.0,4.0,Terrace House,Mudah
Batu Pahat,340000,1540.0,3.0,2.0,Terrace House,Mudah
Pasir Gudang,468000,1540.0,4.0,2.0,Terrace House,Mudah
Skudai,567000,1400.0,4.0,3.0,Terrace House,Mudah
Pasir Gudang,520000,1400.0,4.0,3.0,Terrace House,Mudah
Kluang,627000,2895.0,5.0,4.0,Terrace House,Mudah
Pasir Gudang,499000,2828.0,4.0,3.0,Terrace House,Mudah
Johor Bahru,510000,1540.0,3.0,2.0,Terrace House,Mudah
Johor Bahru,1500000,3080.0,6.0,5.0,Residential,Mudah
Johor Bahru,850000,2200.0,4.0,3.0,Terrace House,Mudah
Pasir Gudang,459000,1194.0,4.0,3.0,Terrace House,Mudah
Johor Bahru,1800000,4185.0,4.0,3.0,Semi-D,Mudah
Johor Bahru,850000,1430.0,6.0,3.0,Terrace House,Mudah
Skudai,510000,1430.0,4.0,3.0,Terrace House,Mudah
Johor Bahru,628000,1760.0,4.0,3.0,Terrace House,Mudah
Gelang Patah,1200000,2454.0,5.0,5.0,Residential,Mudah
Kulai,400000,1800.0,3.0,2.0,Terrace House,Mudah
Pasir Gudang,445000,1400.0,4.0,3.0,Terrace House,Mudah
Johor Bahru,690000,1400.0,4.0,3.0,Terrace House,Mudah
Johor Bahru,688000,1170.0,4.0,3.0,Terrace House,Mudah
Kulai,260000,1540.0,3.0,2.0,Terrace House,Mudah
Ulu Tiram,438000,1540.0,3.0,2.0,Terrace House,Mudah
Pasir Gudang,399000,1400.0,3.0,2.0,Terrace House,Mudah
Kulai,338000,1044.0,3.0,1.0,Terrace House,Mudah
Iskandar Puteri,775000,1400.0,4.0,3.0,Terrace House,Mudah
Johor Bahru,798000,1300.0,4.0,3.0,Terrace House,Mudah
Kluang,575000,4337.0,4.0,3.0,Terrace House,Mudah
Johor Bahru,850000,2800.0,4.0,3.0,Semi-D,Mudah
Pasir Gudang,465000,1080.0,4.0,3.0,Terrace House,Mudah
Johor Bahru,565000,1540.0,3.0,2.0,Terrace House,Mudah
Kulai,650000,4114.0,3.0,2.0,Terrace House,Mudah
Gelang Patah,508000,1170.0,4.0,3.0,Terrace House,Mudah
Skudai,650000,1540.0,4.0,3.0,Terrace House,Mudah
Johor Bahru,540000,1540.0,3.0,3.0,Terrace House,Mudah
Johor Bahru,708000,1170.0,4.0,3.0,Terrace House,Mudah
Ulu Tiram,395000,1540.0,4.0,2.0,Terrace House,Mudah
Johor Bahru,749000,3164.0,3.0,2.0,Semi-D,Mudah
Skudai,480000,1173.0,4.0,3.0,Terrace House,Mudah
Johor Bahru,658000,1540.0,4.0,3.0,Terrace House,Mudah
Johor Bahru,698000,1170.0,4.0,3.0,Terrace House,Mudah
Johor Bahru,758000,1400.0,4.0,3.0,Terrace House,Mudah
Johor Bahru,650000,1300.0,2.0,2.0,Terrace House,Mudah
Johor Bahru,700000,1300.0,4.0,3.0,Terrace House,Mudah
Johor Bahru,638000,1170.0,4.0,3.0,Terrace House,Mudah
Johor Bahru,1200000,2400.0,4.0,3.0,Terrace House,Mudah
Skudai,630000,1400.0,4.0,3.0,Terrace House,Mudah
Skudai,535000,1170.0,4.0,3.0,Terrace House,Mudah
Muar,750000,1800.0,4.0,3.0,Semi-D,Mudah
Skudai,459000,1400.0,3.0,3.0,Terrace House,Mudah
Kulai,448000,1180.0,4.0,3.0,Terrace House,Mudah
Gelang Patah,720000,2100.0,4.0,4.0,Terrace House,Mudah
Skudai,428000,770.0,3.0,2.0,Terrace House,Mudah
Iskandar Puteri,740000,2552.0,4.0,3.0,Terrace House,Mudah
Skudai,770000,1430.0,4.0,4.0,Terrace House,Mudah
Kulai,468000,1800.0,4.0,2.0,Terrace House,Mudah
Iskandar Puteri,718000,1800.0,4.0,3.0,Terrace House,Mudah
Kulai,430000,1300.0,3.0,2.0,Terrace House,Mudah
Pasir Gudang,575000,1300.0,4.0,3.0,Terrace House,Mudah
Ulu Tiram,558000,1650.0,3.0,3.0,Terrace House,Mudah
Skudai,428000,770.0,3.0,2.0,Terrace House,Mudah
Skudai,393000,775.0,3.0,2.0,Terrace House,Mudah
Skudai,320000,1253.0,3.0,2.0,Terrace House,Mudah
Ulu Tiram,475000,1400.0,3.0,2.0,Terrace House,Mudah
Skudai,330000,775.0,2.0,2.0,Terrace House,Mudah
Skudai,438000,1300.0,3.0,2.0,Terrace House,Mudah
Pasir Gudang,399000,1400.0,3.0,2.0,Terrace House,Mudah
Pasir Gudang,699000,3200.0,4.0,3.0,Terrace House,Mudah
Kulai,330000,1012.0,3.0,2.0,Residential,Mudah
Johor Bahru,495000,1540.0,3.0,2.0,Terrace House,Mudah
Iskandar Puteri,1550000,2975.0,5.0,4.0,Semi-D,Mudah
Johor Bahru,520000,1170.0,4.0,3.0,Terrace House,Mudah
Kulai,298000,1560.0,3.0,2.0,Terrace House,Mudah
Kluang,273000,1540.0,3.0,2.0,Terrace House,Mudah
Johor Bahru,799000,1300.0,4.0,3.0,Terrace House,Mudah
Batu Pahat,256000,770.0,3.0,2.0,Terrace House,Mudah
Johor Bahru,700000,4407.0,3.0,2.0,Semi-D,Mudah
Kluang,250000,1540.0,3.0,2.0,Terrace House,Mudah
Iskandar Puteri,788000,1400.0,4.0,3.0,Terrace House,Mudah
Ulu Tiram,358000,770.0,2.0,2.0,Terrace House,Mudah
Skudai,350000,1000.0,2.0,2.0,Terrace House,Mudah
Pasir Gudang,490000,1400.0,4.0,3.0,Terrace House,Mudah
Ulu Tiram,372000,732.0,3.0,2.0,Terrace House,Mudah
Pasir Gudang,382000,1301.0,3.0,2.0,Terrace House,Mudah
Skudai,567000,1400.0,4.0,3.0,Terrace House,Mudah
Pasir Gudang,365000,775.0,3.0,2.0,Terrace House,Mudah
Skudai,680000,1540.0,4.0,3.0,Terrace House,Mudah
Kluang,475000,1400.0,4.0,3.0,Terrace House,Mudah
Kulai,338000,1044.0,3.0,1.0,Terrace House,Mudah
Skudai,580000,1170.0,4.0,3.0,Terrace House,Mudah
Johor Bahru,1080000,3500.0,6.0,5.0,Terrace House,Mudah
Skudai,620000,1300.0,4.0,3.0,Terrace House,Mudah
Ulu Tiram,370000,814.0,3.0,2.0,Terrace House,Mudah
Johor Bahru,790000,1540.0,5.0,3.0,Terrace House,Mudah
Skudai,1850000,3758.0,6.0,4.0,Terrace House,Mudah
Johor Bahru,1250000,2240.0,5.0,4.0,Residential,Mudah
Johor Bahru,758000,1400.0,4.0,3.0,Terrace House,Mudah
Gelang Patah,788000,2450.0,4.0,4.0,Residential,Mudah
Kluang,398000,4504.0,3.0,2.0,Semi-D,Mudah
Johor Bahru,648000,1540.0,4.0,4.0,Terrace House,Mudah
Ulu Tiram,660000,1400.0,4.0,3.0,Terrace House,Mudah
Skudai,649000,1300.0,4.0,3.0,Terrace House,Mudah
Kulai,510000,2457.0,3.0,2.0,Terrace House,Mudah
Kulai,550000,1540.0,4.0,3.0,Terrace House,Mudah
Johor Bahru,718000,1920.0,3.0,3.0,Terrace House,Mudah
Johor Bahru,799000,1540.0,4.0,3.0,Terrace House,Mudah
Skudai,740000,2535.0,4.0,3.0,Terrace House,Mudah
Skudai,548000,1400.0,4.0,3.0,Terrace House,Mudah
Pasir Gudang,450000,1173.0,4.0,3.0,Terrace House,Mudah
Pasir Gudang,495000,1400.0,4.0,3.0,Terrace House,Mudah
Johor Bahru,930000,1540.0,4.0,4.0,Terrace House,Mudah
Johor Bahru,480000,1170.0,4.0,3.0,Terrace House,Mudah
Skudai,588000,1540.0,4.0,3.0,Terrace House,Mudah
Johor Bahru,1080000,7803.0,8.0,3.0,Bungalow,Mudah
Skudai,380000,1600.0,3.0,2.0,Terrace House,Mudah
Skudai,500000,1440.0,3.0,2.0,Terrace House,Mudah
Johor Bahru,1300000,2532.0,4.0,3.0,Semi-D,Mudah
Johor Bahru,758000,1400.0,4.0,3.0,Terrace House,Mudah
Johor Bahru,575000,1540.0,3.0,2.0,Terrace House,Mudah
Johor Bahru,688000,1540.0,4.0,3.0,Terrace House,Mudah
Skudai,658000,1560.0,4.0,4.0,Terrace House,Mudah
Johor Bahru,768000,1650.0,4.0,3.0,Terrace House,Mudah
Skudai,450000,1496.0,3.0,2.0,Terrace House,Mudah
Skudai,680000,4197.0,6.0,4.0,Terrace House,Mudah
Johor Bahru,698000,1920.0,4.0,2.0,Terrace House,Mudah
Kulai,205000,594.0,3.0,1.0,Terrace House,Mudah
Skudai,480000,1170.0,4.0,3.0,Terrace House,Mudah
Johor Bahru,920000,2600.0,4.0,3.0,Terrace House,Mudah
Pasir Gudang,680000,2940.0,4.0,3.0,Terrace House,Mudah
Skudai,580000,1540.0,4.0,3.0,Terrace House,Mudah
Johor Bahru,968000,2100.0,5.0,4.0,Terrace House,Mudah
Johor Bahru,760000,1700.0,4.0,3.0,Terrace House,Mudah
Kluang,383000,1650.0,4.0,3.0,Terrace House,Mudah
Skudai,468000,1750.0,3.0,2.0,Terrace House,Mudah
Pasir Gudang,388000,1400.0,3.0,2.0,Terrace House,Mudah
Johor Bahru,1100000,3057.0,4.0,4.0,Terrace House,Mudah
Johor Bahru,780000,1400.0,4.0,4.0,Terrace House,Mudah
Skudai,330000,1040.0,2.0,1.0,Terrace House,Mudah
Ulu Tiram,470000,1450.0,3.0,2.0,Terrace House,Mudah
Skudai,475000,1540.0,3.0,2.0,Terrace House,Mudah
Johor Bahru,598000,1302.0,4.0,3.0,Terrace House,Mudah
Kulai,490000,1400.0,2.0,3.0,Terrace House,Mudah
Ulu Tiram,358000,1040.0,3.0,2.0,Terrace House,Mudah
Kulai,530000,1400.0,4.0,3.0,Terrace House,Mudah
Kulai,550000,1408.0,4.0,3.0,Terrace House,Mudah
Ulu Tiram,515000,1540.0,4.0,3.0,Terrace House,Mudah
Pasir Gudang,315000,775.0,3.0,2.0,Terrace House,Mudah
Kulai,480000,1400.0,4.0,3.0,Terrace House,Mudah
Pasir Gudang,499000,1400.0,3.0,3.0,Terrace House,Mudah
Gelang Patah,610000,1170.0,4.0,3.0,Terrace House,Mudah
Pasir Gudang,490000,2217.0,3.0,2.0,Terrace House,Mudah
Pasir Gudang,600000,1760.0,3.0,2.0,Terrace House,Mudah
Pasir Gudang,375000,960.0,3.0,2.0,Terrace House,Mudah
Kluang,480000,3121.0,3.0,2.0,Terrace House,Mudah
Skudai,510000,1430.0,3.0,3.0,Terrace House,Mudah
Johor Bahru,535000,1540.0,3.0,2.0,Terrace House,Mudah
Kluang,380000,1400.0,3.0,2.0,Terrace House,Mudah
Skudai,315000,1001.0,3.0,2.0,Terrace House,Mudah
Kulai,640000,3197.0,4.0,3.0,Semi-D,Mudah
Skudai,565000,1650.0,4.0,3.0,Terrace House,Mudah
Pasir Gudang,550000,1650.0,3.0,2.0,Terrace House,Mudah
Pasir Gudang,460000,1400.0,3.0,3.0,Terrace House,Mudah
Johor Bahru,500000,1400.0,3.0,2.0,Terrace House,Mudah
Kulai,565000,1080.0,4.0,3.0,Terrace House,Mudah
Pasir Gudang,443000,1560.0,3.0,5.0,Terrace House,Mudah
Pasir Gudang,575000,1300.0,4.0,3.0,Terrace House,Mudah
Pasir Gudang,299000,775.0,3.0,2.0,Terrace House,Mudah
Pasir Gudang,488000,2088.0,3.0,2.0,Terrace House,Mudah
Johor Bahru,490000,1540.0,3.0,3.0,Terrace House,Mudah
Ulu Tiram,615000,3099.0,3.0,2.0,Terrace House,Mudah
Johor Bahru,700000,4407.0,3.0,2.0,Semi-D,Mudah
Pasir Gudang,468000,1540.0,4.0,2.0,Terrace House,Mudah
Pasir Gudang,445000,1400.0,4.0,3.0,Terrace House,Mudah
Johor Bahru,599000,1830.0,5.0,2.0,Terrace House,Mudah
Pasir Gudang,419000,1650.0,3.0,2.0,Terrace House,Mudah
Johor Bahru,760000,3379.0,4.0,3.0,Residential,Mudah
Skudai,438000,1300.0,3.0,2.0,Terrace House,Mudah
Johor Bahru,850000,2800.0,4.0,3.0,Semi-D,Mudah
Johor Bahru,500000,1400.0,4.0,3.0,Terrace House,Mudah
Gelang Patah,638000,1170.0,4.0,3.0,Terrace House,Mudah
Pasir Gudang,3200000,1540.0,8.0,5.0,Bungalow,Mudah
Johor Bahru,1600000,3251.0,5.0,4.0,Terrace House,Mudah
Skudai,399000,1100.0,3.0,2.0,Terrace House,Mudah
Kulai,228000,700.0,3.0,2.0,Terrace House,Mudah
Johor Bahru,339000,732.0,3.0,1.0,Terrace House,Mudah
Johor Bahru,650000,1540.0,4.0,3.0,Terrace House,Mudah
Batu Pahat,256000,770.0,3.0,2.0,Terrace House,Mudah
Pasir Gudang,388000,1400.0,3.0,2.0,Terrace House,Mudah
Iskandar Puteri,1600000,3760.0,5.0,4.0,Terrace House,Mudah
Johor Bahru,638000,1170.0,4.0,3.0,Terrace House,Mudah
Segamat,828000,3200.0,4.0,3.0,Semi-D,Mudah
Pasir Gudang,379000,1400.0,3.0,2.0,Terrace House,Mudah
Ulu Tiram,468000,1400.0,3.0,2.0,Terrace House,Mudah
Pontian,299000,770.0,3.0,1.0,Terrace House,Mudah
Johor Bahru,615000,1540.0,3.0,2.0,Terrace House,Mudah
Kulai,560000,1400.0,4.0,3.0,Terrace House,Mudah
Kulai,838000,2210.0,4.0,4.0,Residential,Mudah
Johor Bahru,950000,7422.0,4.0,3.0,Bungalow,Mudah
Kulai,290000,770.0,2.0,2.0,Terrace House,Mudah
Johor Bahru,750000,1540.0,4.0,4.0,Terrace House,Mudah
Ulu Tiram,348000,1040.0,3.0,2.0,Terrace House,Mudah
Kulai,1300000,3605.0,4.0,4.0,Terrace House,Mudah
Johor Bahru,530000,1400.0,4.0,3.0,Terrace House,Mudah
Kulai,428000,1400.0,4.0,2.0,Terrace House,Mudah
Johor Bahru,628000,1920.0,4.0,2.0,Terrace House,Mudah
Skudai,480000,1170.0,4.0,3.0,Terrace House,Mudah
Ulu Tiram,298000,770.0,3.0,2.0,Terrace House,Mudah
Skudai,578000,1800.0,4.0,3.0,Terrace House,Mudah
Ulu Tiram,298000,775.0,3.0,2.0,Terrace House,Mudah
Pontian,950000,4000.0,4.0,3.0,Bungalow,Mudah
Skudai,1008000,2680.0,5.0,5.0,Terrace House,Mudah
Pontian,498000,1540.0,3.0,2.0,Terrace House,Mudah
Johor Bahru,735000,1170.0,4.0,3.0,Terrace House,Mudah
Johor Bahru,660000,1200.0,4.0,3.0,Terrace House,Mudah
Segamat,299000,1460.0,3.0,2.0,Terrace House,Mudah
Kulai,298000,1040.0,2.0,1.0,Terrace House,Mudah
Johor Bahru,259000,680.0,1.0,1.0,Residential,Mudah
Gelang Patah,1800000,2450.0,4.0,5.0,Residential,Mudah
Johor Bahru,668000,1540.0,4.0,3.0,Terrace House,Mudah
Johor Bahru,628000,1920.0,4.0,2.0,Terrace House,Mudah
Iskandar Puteri,1600000,3760.0,4.0,4.0,Terrace House,Mudah
Iskandar Puteri,695000,2240.0,4.0,3.0,Residential,Mudah
Skudai,620000,1540.0,3.0,2.0,Terrace House,Mudah
Kulai,430000,1080.0,4.0,3.0,Terrace House,Mudah
Ulu Tiram,468000,1400.0,3.0,2.0,Terrace House,Mudah
Johor Bahru,3300000,5826.0,7.0,6.0,Bungalow,Mudah
Ulu Tiram,348000,1040.0,3.0,2.0,Terrace House,Mudah
Pasir Gudang,388000,1400.0,3.0,2.0,Terrace House,Mudah
Gelang Patah,695000,2240.0,4.0,3.0,Residential,Mudah
Pasir Gudang,458000,960.0,4.0,3.0,Terrace House,Mudah
Skudai,540000,1162.0,3.0,3.0,Terrace House,Mudah
Kulai,480000,1498.0,4.0,3.0,Terrace House,Mudah
Kulai,380000,1080.0,3.0,2.0,Terrace House,Mudah
Kulai,365000,775.0,3.0,2.0,Terrace House,Mudah
Pasir Gudang,520000,1300.0,3.0,2.0,Terrace House,Mudah
Kulai,340000,770.0,3.0,2.0,Terrace House,Mudah
Iskandar Puteri,868000,1540.0,4.0,3.0,Terrace House,Mudah
Kluang,360000,1540.0,4.0,3.0,Terrace House,Mudah
Pasir Gudang,345000,1100.0,4.0,2.0,Terrace House,Mudah
Skudai,820000,1800.0,4.0,3.0,Terrace House,Mudah
Batu Pahat,339000,1470.0,4.0,3.0,Terrace House,Mudah
Kulai,600000,1400.0,4.0,3.0,Terrace House,Mudah
Skudai,660000,1300.0,4.0,3.0,Terrace House,Mudah
Johor Bahru,439000,1970.0,2.0,1.0,Terrace House,Mudah
Batu Pahat,475000,1540.0,4.0,3.0,Terrace House,Mudah
Kulai,750000,1950.0,5.0,5.0,Terrace House,Mudah
Skudai,800000,1540.0,4.0,4.0,Terrace House,Mudah
Kluang,383000,2145.0,4.0,3.0,Terrace House,Mudah
Skudai,388000,699.0,2.0,1.0,Terrace House,Mudah
Johor Bahru,173000,601.0,2.0,1.0,Residential,Mudah
Ulu Tiram,500000,1540.0,3.0,2.0,Terrace House,Mudah
Pasir Gudang,420000,1585.0,4.0,3.0,Terrace House,Mudah
Skudai,280000,818.0,4.0,2.0,Residential,Mudah
Pasir Gudang,520000,1754.0,4.0,2.0,Terrace House,Mudah
Pasir Gudang,485000,960.0,4.0,3.0,Terrace House,Mudah
Skudai,498000,1300.0,4.0,1.0,Terrace House,Mudah
Skudai,600000,1540.0,4.0,3.0,Terrace House,Mudah
Kluang,399000,1200.0,3.0,2.0,Terrace House,Mudah
Johor Bahru,880000,4100.0,3.0,2.0,Terrace House,Mudah
Kulai,520000,2000.0,3.0,2.0,Terrace House,Mudah
Johor Bahru,880000,1560.0,4.0,4.0,Terrace House,Mudah
Johor Bahru,688000,1170.0,4.0,3.0,Terrace House,Mudah
Johor Bahru,630000,1540.0,5.0,3.0,Terrace House,Mudah
Johor Bahru,1080000,3080.0,5.0,4.0,Semi-D,Mudah
Kulai,468000,1800.0,4.0,2.0,Terrace House,Mudah
Pasir Gudang,698000,2800.0,3.0,2.0,Terrace House,Mudah
Johor Bahru,580000,1540.0,3.0,2.0,Terrace House,Mudah
Johor Bahru,698000,1170.0,4.0,3.0,Terrace House,Mudah
Kulai,358000,775.0,3.0,2.0,Terrace House,Mudah
Johor Bahru,758000,1400.0,4.0,3.0,Terrace House,Mudah
Skudai,595000,1400.0,3.0,2.0,Terrace House,Mudah
Iskandar Puteri,1300000,4047.0,4.0,3.0,Terrace House,Mudah
Johor Bahru,545000,1400.0,4.0,3.0,Terrace House,Mudah
Johor Bahru,600000,1224.0,3.0,3.0,Residential,Mudah
Ulu Tiram,665000,1800.0,4.0,4.0,Terrace House,Mudah
Pasir Gudang,858000,3143.0,4.0,3.0,Terrace House,Mudah
Iskandar Puteri,1850000,2400.0,3.0,3.0,Residential,Mudah
Skudai,390000,840.0,3.0,1.0,Terrace House,Mudah
Skudai,750000,2638.0,4.0,4.0,Terrace House,Mudah
Pasir Gudang,275000,770.0,2.0,1.0,Terrace House,Mudah
Iskandar Puteri,838000,1540.0,4.0,4.0,Terrace House,Mudah
Johor Bahru,660000,1400.0,4.0,3.0,Terrace House,Mudah
Iskandar Puteri,1280000,1540.0,4.0,5.0,Terrace House,Mudah
Skudai,390000,1044.0,2.0,2.0,Terrace House,Mudah
Iskandar Puteri,838000,1800.0,5.0,3.0,Terrace House,Mudah
Johor Bahru,388000,1540.0,3.0,2.0,Terrace House,Mudah
Johor Bahru,850000,1305.0,3.0,4.0,Terrace House,Mudah
Kulai,388000,1300.0,3.0,1.0,Terrace House,Mudah
Johor Bahru,1300000,3165.0,4.0,4.0,Terrace House,Mudah
Skudai,520000,3250.0,3.0,3.0,Terrace House,Mudah
Johor Bahru,1480000,3931.0,7.0,6.0,Terrace House,Mudah
Johor Bahru,1500000,3080.0,5.0,5.0,Residential,Mudah
Johor Bahru,515000,1540.0,3.0,2.0,Terrace House,Mudah
Johor Bahru,595000,2070.0,3.0,2.0,Terrace House,Mudah
Skudai,628000,1920.0,4.0,2.0,Terrace House,Mudah
Johor Bahru,898000,1980.0,4.0,3.0,Terrace House,Mudah
Ulu Tiram,620000,1540.0,3.0,2.0,Terrace House,Mudah
Ulu Tiram,685000,1400.0,4.0,4.0,Terrace House,Mudah
Kulai,1000000,9500.0,5.0,3.0,Semi-D,Mudah
Johor Bahru,489000,1400.0,4.0,3.0,Terrace House,Mudah
Johor Bahru,540000,1540.0,3.0,2.0,Terrace House,Mudah
Pasir Gudang,730000,1170.0,4.0,3.0,Terrace House,Mudah
Skudai,330000,775.0,2.0,2.0,Terrace House,Mudah
Permas Jaya,398000,700.0,3.0,2.0,Terrace House,Mudah
Ulu Tiram,418000,1496.0,3.0,2.0,Terrace House,Mudah
Johor Bahru,670000,1540.0,4.0,3.0,Terrace House,Mudah
Johor Bahru,470000,1400.0,4.0,3.0,Residential,Mudah
Johor Bahru,1380000,3541.0,5.0,5.0,Residential,Mudah
Kulai,550000,1400.0,3.0,2.0,Terrace House,Mudah
Johor Bahru,1190000,2240.0,4.0,4.0,Residential,Mudah
Kulai,630000,3900.0,4.0,3.0,Bungalow,Mudah
Pasir Gudang,430000,1400.0,3.0,2.0,Terrace House,Mudah
Johor Bahru,650000,1400.0,3.0,2.0,Terrace House,Mudah
Skudai,1380000,3200.0,5.0,3.0,Semi-D,Mudah
Pasir Gudang,399000,1400.0,3.0,2.0,Terrace House,Mudah
Skudai,640000,1540.0,4.0,3.0,Terrace House,Mudah
Johor Bahru,565000,1650.0,3.0,3.0,Terrace House,Mudah
Segamat,250000,1400.0,3.0,2.0,Terrace House,Mudah
Skudai,1500000,3500.0,5.0,4.0,Terrace House,Mudah
Kulai,468000,1800.0,4.0,2.0,Terrace House,Mudah
Johor Bahru,900000,1920.0,4.0,3.0,Terrace House,Mudah
Skudai,750000,1560.0,4.0,3.0,Terrace House,Mudah
Batu Pahat,338000,1540.0,3.0,2.0,Terrace House,Mudah
Batu Pahat,256000,770.0,3.0,2.0,Terrace House,Mudah
Johor Bahru,2300000,8019.0,6.0,6.0,Bungalow,Mudah
Johor Bahru,1850000,3600.0,3.0,3.0,Residential,Mudah
Ulu Tiram,498000,1540.0,3.0,2.0,Terrace House,Mudah
Iskandar Puteri,630000,1300.0,3.0,2.0,Terrace House,Mudah
Skudai,578000,1540.0,3.0,2.0,Terrace House,Mudah
Skudai,1090000,2827.0,7.0,5.0,Residential,Mudah
Kulai,750000,1950.0,5.0,4.0,Terrace House,Mudah
Pasir Gudang,458000,2174.0,3.0,2.0,Terrace House,Mudah
Kluang,266000,1980.0,3.0,2.0,Residential,Mudah
Pontian,299000,770.0,3.0,1.0,Terrace House,Mudah
Pasir Gudang,388000,1540.0,3.0,2.0,Terrace House,Mudah
Skudai,468000,1750.0,3.0,2.0,Terrace House,Mudah
Batu Pahat,328000,1646.0,4.0,3.0,Terrace House,Mudah
Johor Bahru,649000,1170.0,3.0,3.0,Terrace House,Mudah
Skudai,520000,1170.0,4.0,3.0,Terrace House,Mudah
Johor Bahru,458000,770.0,3.0,2.0,Terrace House,Mudah
Ulu Tiram,650000,1500.0,4.0,3.0,Terrace House,Mudah
Kulai,600000,2145.0,4.0,3.0,Terrace House,Mudah
Johor Bahru,738000,1200.0,4.0,3.0,Terrace House,Mudah
Johor Bahru,900000,1600.0,4.0,3.0,Terrace House,Mudah
Kulai,468000,1800.0,4.0,2.0,Terrace House,Mudah
Kulai,1350000,2720.0,5.0,4.0,Residential,Mudah
Kluang,588000,1980.0,4.0,3.0,Terrace House,Mudah
Johor Bahru,1350000,4800.0,4.0,3.0,Semi-D,Mudah
Iskandar Puteri,2000000,2557.0,4.0,4.0,Terrace House,Mudah
Kluang,165000,1040.0,2.0,1.0,Terrace House,Mudah
Ulu Tiram,355000,775.0,3.0,2.0,Terrace House,Mudah
Pasir Gudang,540000,1825.0,4.0,3.0,Terrace House,Mudah
Kulai,330000,1155.0,3.0,2.0,Residential,Mudah
Johor Bahru,650000,2310.0,4.0,3.0,Terrace House,Mudah
Johor Bahru,950000,3560.0,4.0,4.0,Semi-D,Mudah
Johor Bahru,768000,4950.0,5.0,5.0,Terrace House,Mudah
Pasir Gudang,560000,1950.0,4.0,3.0,Terrace House,Mudah
Johor Bahru,900000,2600.0,4.0,3.0,Terrace House,Mudah
Kluang,210000,1076.0,2.0,1.0,Terrace House,Mudah
Johor Bahru,998000,3305.0,4.0,3.0,Semi-D,Mudah
Pasir Gudang,440000,960.0,4.0,3.0,Terrace House,Mudah
Pasir Gudang,425000,1400.0,3.0,2.0,Terrace House,Mudah
Johor Bahru,665000,1400.0,4.0,3.0,Terrace House,Mudah
Iskandar Puteri,1600000,3089.0,4.0,4.0,Terrace House,Mudah
Kulai,455000,1080.0,4.0,3.0,Terrace House,Mudah
Kulai,438000,1540.0,3.0,2.0,Terrace House,Mudah
Skudai,399000,1100.0,3.0,2.0,Terrace House,Mudah
Pasir Gudang,365000,775.0,3.0,2.0,Terrace House,Mudah
Pontian,299000,770.0,3.0,1.0,Terrace House,Mudah
Pasir Gudang,360000,960.0,3.0,3.0,Terrace House,Mudah
Johor Bahru,185000,770.0,2.0,1.0,Residential,Mudah
Gelang Patah,798000,2380.0,5.0,4.0,Residential,Mudah
Johor Bahru,1200000,3412.0,5.0,3.0,Semi-D,Mudah
Ulu Tiram,348300,1540.0,3.0,2.0,Terrace House,Mudah
Skudai,740000,2552.0,4.0,3.0,Terrace House,Mudah
Johor Bahru,768000,2198.0,3.0,2.0,Terrace House,Mudah
Johor Bahru,1880000,3200.0,4.0,6.0,Semi-D,Mudah
Skudai,738000,1540.0,4.0,3.0,Terrace House,Mudah
Skudai,738000,1540.0,4.0,3.0,Terrace House,Mudah
Johor Bahru,850000,1430.0,6.0,3.0,Terrace House,Mudah
Kulai,460000,1400.0,3.0,2.0,Terrace House,Mudah
Kulai,538000,3057.0,4.0,2.0,Terrace House,Mudah
Kulai,421200,1076.0,4.0,3.0,Terrace House,Mudah
Skudai,460000,753.0,3.0,2.0,Terrace House,Mudah
Kulai,468000,1800.0,4.0,2.0,Terrace House,Mudah
Kulai,348000,730.0,3.0,2.0,Terrace House,Mudah
Johor Bahru,880000,3640.0,4.0,3.0,Terrace House,Mudah
Batu Pahat,380000,1500.0,3.0,2.0,Terrace House,Mudah
Kulai,448000,1400.0,4.0,3.0,Terrace House,Mudah
Johor Bahru,680000,1170.0,4.0,3.0,Terrace House,Mudah
Kulai,420000,1100.0,3.0,4.0,Terrace House,Mudah
Kluang,388000,1300.0,3.0,2.0,Terrace House,Mudah
Gelang Patah,870000,3010.0,4.0,3.0,Terrace House,Mudah
Kulai,538000,3057.0,4.0,2.0,Terrace House,Mudah
Johor Bahru,585000,1442.0,4.0,3.0,Terrace House,Mudah
Ulu Tiram,698000,3780.0,6.0,3.0,Terrace House,Mudah
Iskandar Puteri,665000,1400.0,4.0,3.0,Terrace House,Mudah
Skudai,468000,1750.0,3.0,1.0,Terrace House,Mudah
Johor Bahru,655000,1170.0,3.0,3.0,Terrace House,Mudah
Johor Bahru,1500000,2706.0,7.0,4.0,Terrace House,Mudah
Kulai,488000,1800.0,4.0,3.0,Terrace House,Mudah
Kulai,455000,1170.0,4.0,3.0,Terrace House,Mudah
Johor Bahru,760000,1540.0,4.0,4.0,Terrace House,Mudah
Kulai,438000,1540.0,3.0,2.0,Terrace House,Mudah
Johor Bahru,658000,1170.0,3.0,3.0,Terrace House,Mudah
Kulai,457000,1560.0,4.0,3.0,Terrace House,Mudah
Johor Bahru,380000,770.0,3.0,2.0,Terrace House,Mudah
Pasir Gudang,410000,775.0,3.0,2.0,Terrace House,Mudah
Johor Bahru,718000,1650.0,4.0,3.0,Terrace House,Mudah
