Area,Price_RM,Size_SQFT,Bedrooms,Bathrooms,Property_Type,Source,Area_clean
Gelang Patah,720000,2100.0,4.0,4.0,Terrace House,Mudah,Gelang Patah
Skudai,428000,770.0,3.0,2.0,Terrace House,Mudah,Skudai
Iskandar Puteri,740000,2552.0,4.0,3.0,Terrace House,Mudah,Iskandar Puteri
Skudai,770000,1430.0,4.0,4.0,Terrace House,Mudah,Skudai
Kulai,468000,1800.0,4.0,2.0,Terrace House,Mudah,Kulai
Iskandar Puteri,718000,1800.0,4.0,3.0,Terrace House,Mudah,Iskandar Puteri
Ulu Tiram,558000,1650.0,3.0,3.0,Terrace House,Mudah,Ulu Tiram
Skudai,330000,775.0,2.0,2.0,Terrace House,Mudah,Skudai
Pasir Gudang,699000,3200.0,4.0,3.0,Terrace House,Mudah,Pasir Gudang
Kulai,330000,1012.0,3.0,2.0,Residential,Mudah,Kulai
Iskandar Puteri,1550000,2975.0,5.0,4.0,Semi-D,Mudah,Iskandar Puteri
Johor Bahru,520000,1170.0,4.0,3.0,Terrace House,Mudah,Johor Bahru
Kulai,298000,1560.0,3.0,2.0,Terrace House,Mudah,Kulai
Johor Bahru,799000,1300.0,4.0,3.0,Terrace House,Mudah,Johor Bahru
Iskandar Puteri,788000,1400.0,4.0,3.0,Terrace House,Mudah,Iskandar Puteri
Skudai,350000,1000.0,2.0,2.0,Terrace House,Mudah,Skudai
Ulu Tiram,372000,732.0,3.0,2.0,Terrace House,Mudah,Ulu Tiram
Pasir Gudang,382000,1301.0,3.0,2.0,Terrace House,Mudah,Pasir Gudang
Skudai,680000,1540.0,4.0,3.0,Terrace House,Mudah,Skudai
Kluang,475000,1400.0,4.0,3.0,Terrace House,Mudah,Kluang
Skudai,580000,1170.0,4.0,3.0,Terrace House,Mudah,Skudai
Johor Bahru,1080000,3500.0,6.0,5.0,Terrace House,Mudah,Johor Bahru
Skudai,620000,1300.0,4.0,3.0,Terrace House,Mudah,Skudai
Johor Bahru,790000,1540.0,5.0,3.0,Terrace House,Mudah,Johor Bahru
Skudai,1850000,3758.0,6.0,4.0,Terrace House,Mudah,Skudai
Johor Bahru,1250000,2240.0,5.0,4.0,Residential,Mudah,Johor Bahru
Gelang Patah,788000,2450.0,4.0,4.0,Residential,Mudah,Gelang Patah
Kluang,398000,4504.0,3.0,2.0,Semi-D,Mudah,Kluang
Johor Bahru,648000,1540.0,4.0,4.0,Terrace House,Mudah,Johor Bahru
Ulu Tiram,660000,1400.0,4.0,3.0,Terrace House,Mudah,Ulu Tiram
Skudai,649000,1300.0,4.0,3.0,Terrace House,Mudah,Skudai
Kulai,510000,2457.0,3.0,2.0,Terrace House,Mudah,Kulai
Johor Bahru,718000,1920.0,3.0,3.0,Terrace House,Mudah,Johor Bahru
Johor Bahru,799000,1540.0,4.0,3.0,Terrace House,Mudah,Johor Bahru
Skudai,740000,2535.0,4.0,3.0,Terrace House,Mudah,Skudai
Skudai,548000,1400.0,4.0,3.0,Terrace House,Mudah,Skudai
Pasir Gudang,450000,1173.0,4.0,3.0,Terrace House,Mudah,Pasir Gudang
Johor Bahru,930000,1540.0,4.0,4.0,Terrace House,Mudah,Johor Bahru
Johor Bahru,480000,1170.0,4.0,3.0,Terrace House,Mudah,Johor Bahru
Skudai,588000,1540.0,4.0,3.0,Terrace House,Mudah,Skudai
Johor Bahru,1080000,7803.0,8.0,3.0,Bungalow,Mudah,Johor Bahru
Skudai,380000,1600.0,3.0,2.0,Terrace House,Mudah,Skudai
Skudai,500000,1440.0,3.0,2.0,Terrace House,Mudah,Skudai
Johor Bahru,1300000,2532.0,4.0,3.0,Semi-D,Mudah,Johor Bahru
Johor Bahru,575000,1540.0,3.0,2.0,Terrace House,Mudah,Johor Bahru
Johor Bahru,688000,1540.0,4.0,3.0,Terrace House,Mudah,Johor Bahru
Skudai,658000,1560.0,4.0,4.0,Terrace House,Mudah,Skudai
Johor Bahru,768000,1650.0,4.0,3.0,Terrace House,Mudah,Johor Bahru
Skudai,680000,4197.0,6.0,4.0,Terrace House,Mudah,Skudai
Johor Bahru,698000,1920.0,4.0,2.0,Terrace House,Mudah,Johor Bahru
Pasir Gudang,680000,2940.0,4.0,3.0,Terrace House,Mudah,Pasir Gudang
Johor Bahru,968000,2100.0,5.0,4.0,Terrace House,Mudah,Johor Bahru
Johor Bahru,760000,1700.0,4.0,3.0,Terrace House,Mudah,Johor Bahru
Kluang,383000,1650.0,4.0,3.0,Terrace House,Mudah,Kluang
Skudai,468000,1750.0,3.0,2.0,Terrace House,Mudah,Skudai
Johor Bahru,1100000,3057.0,4.0,4.0,Terrace House,Mudah,Johor Bahru
Johor Bahru,780000,1400.0,4.0,4.0,Terrace House,Mudah,Johor Bahru
Skudai,330000,1040.0,2.0,1.0,Terrace House,Mudah,Skudai
Ulu Tiram,470000,1450.0,3.0,2.0,Terrace House,Mudah,Ulu Tiram
Skudai,475000,1540.0,3.0,2.0,Terrace House,Mudah,Skudai
Johor Bahru,598000,1302.0,4.0,3.0,Terrace House,Mudah,Johor Bahru
Kulai,490000,1400.0,2.0,3.0,Terrace House,Mudah,Kulai
Ulu Tiram,358000,1040.0,3.0,2.0,Terrace House,Mudah,Ulu Tiram
Ulu Tiram,515000,1540.0,4.0,3.0,Terrace House,Mudah,Ulu Tiram
Pasir Gudang,315000,775.0,3.0,2.0,Terrace House,Mudah,Pasir Gudang
Gelang Patah,610000,1170.0,4.0,3.0,Terrace House,Mudah,Gelang Patah
Pasir Gudang,490000,2217.0,3.0,2.0,Terrace House,Mudah,Pasir Gudang
Pasir Gudang,375000,960.0,3.0,2.0,Terrace House,Mudah,Pasir Gudang
Skudai,510000,1430.0,3.0,3.0,Terrace House,Mudah,Skudai
Johor Bahru,535000,1540.0,3.0,2.0,Terrace House,Mudah,Johor Bahru
Skudai,315000,1001.0,3.0,2.0,Terrace House,Mudah,Skudai
Johor Bahru,500000,1400.0,3.0,2.0,Terrace House,Mudah,Johor Bahru
Kulai,565000,1080.0,4.0,3.0,Terrace House,Mudah,Kulai
Pasir Gudang,443000,1560.0,3.0,5.0,Terrace House,Mudah,Pasir Gudang
Pasir Gudang,488000,2088.0,3.0,2.0,Terrace House,Mudah,Pasir Gudang
Ulu Tiram,615000,3099.0,3.0,2.0,Terrace House,Mudah,Ulu Tiram
Johor Bahru,599000,1830.0,5.0,2.0,Terrace House,Mudah,Johor Bahru
Johor Bahru,760000,3379.0,4.0,3.0,Residential,Mudah,Johor Bahru
Johor Bahru,500000,1400.0,4.0,3.0,Terrace House,Mudah,Johor Bahru
Gelang Patah,638000,1170.0,4.0,3.0,Terrace House,Mudah,Gelang Patah
Pasir Gudang,3200000,1540.0,8.0,5.0,Bungalow,Mudah,Pasir Gudang
Johor Bahru,1600000,3251.0,5.0,4.0,Terrace House,Mudah,Johor Bahru
Kulai,228000,700.0,3.0,2.0,Terrace House,Mudah,Kulai
Johor Bahru,339000,732.0,3.0,1.0,Terrace House,Mudah,Johor Bahru
Iskandar Puteri,1600000,3760.0,5.0,4.0,Terrace House,Mudah,Iskandar Puteri
Segamat,828000,3200.0,4.0,3.0,Semi-D,Mudah,Segamat
Pasir Gudang,379000,1400.0,3.0,2.0,Terrace House,Mudah,Pasir Gudang
Ulu Tiram,468000,1400.0,3.0,2.0,Terrace House,Mudah,Ulu Tiram
Kulai,560000,1400.0,4.0,3.0,Terrace House,Mudah,Kulai
Kulai,838000,2210.0,4.0,4.0,Residential,Mudah,Kulai
Johor Bahru,950000,7422.0,4.0,3.0,Bungalow,Mudah,Johor Bahru
Kulai,290000,770.0,2.0,2.0,Terrace House,Mudah,Kulai
Johor Bahru,750000,1540.0,4.0,4.0,Terrace House,Mudah,Johor Bahru
Kulai,1300000,3605.0,4.0,4.0,Terrace House,Mudah,Kulai
Johor Bahru,530000,1400.0,4.0,3.0,Terrace House,Mudah,Johor Bahru
Kulai,428000,1400.0,4.0,2.0,Terrace House,Mudah,Kulai
Ulu Tiram,298000,770.0,3.0,2.0,Terrace House,Mudah,Ulu Tiram
Ulu Tiram,298000,775.0,3.0,2.0,Terrace House,Mudah,Ulu Tiram
Pontian,950000,4000.0,4.0,3.0,Bungalow,Mudah,Pontian
Skudai,1008000,2680.0,5.0,5.0,Terrace House,Mudah,Skudai
Pontian,498000,1540.0,3.0,2.0,Terrace House,Mudah,Pontian
Johor Bahru,660000,1200.0,4.0,3.0,Terrace House,Mudah,Johor Bahru
Segamat,299000,1460.0,3.0,2.0,Terrace House,Mudah,Segamat
Kulai,298000,1040.0,2.0,1.0,Terrace House,Mudah,Kulai
Johor Bahru,259000,680.0,1.0,1.0,Residential,Mudah,Johor Bahru
Gelang Patah,1800000,2450.0,4.0,5.0,Residential,Mudah,Gelang Patah
Johor Bahru,668000,1540.0,4.0,3.0,Terrace House,Mudah,Johor Bahru
Iskandar Puteri,1600000,3760.0,4.0,4.0,Terrace House,Mudah,Iskandar Puteri
Iskandar Puteri,695000,2240.0,4.0,3.0,Residential,Mudah,Iskandar Puteri
Skudai,620000,1540.0,3.0,2.0,Terrace House,Mudah,Skudai
Kulai,430000,1080.0,4.0,3.0,Terrace House,Mudah,Kulai
Johor Bahru,3300000,5826.0,7.0,6.0,Bungalow,Mudah,Johor Bahru
Gelang Patah,695000,2240.0,4.0,3.0,Residential,Mudah,Gelang Patah
Pasir Gudang,458000,960.0,4.0,3.0,Terrace House,Mudah,Pasir Gudang
Skudai,540000,1162.0,3.0,3.0,Terrace House,Mudah,Skudai
Kulai,480000,1498.0,4.0,3.0,Terrace House,Mudah,Kulai
Kulai,380000,1080.0,3.0,2.0,Terrace House,Mudah,Kulai
Kulai,365000,775.0,3.0,2.0,Terrace House,Mudah,Kulai
Pasir Gudang,520000,1300.0,3.0,2.0,Terrace House,Mudah,Pasir Gudang
Iskandar Puteri,868000,1540.0,4.0,3.0,Terrace House,Mudah,Iskandar Puteri
Kluang,360000,1540.0,4.0,3.0,Terrace House,Mudah,Kluang
Pasir Gudang,345000,1100.0,4.0,2.0,Terrace House,Mudah,Pasir Gudang
Skudai,820000,1800.0,4.0,3.0,Terrace House,Mudah,Skudai
Batu Pahat,339000,1470.0,4.0,3.0,Terrace House,Mudah,Batu Pahat
Kulai,600000,1400.0,4.0,3.0,Terrace House,Mudah,Kulai
Skudai,660000,1300.0,4.0,3.0,Terrace House,Mudah,Skudai
Johor Bahru,439000,1970.0,2.0,1.0,Terrace House,Mudah,Johor Bahru
Batu Pahat,475000,1540.0,4.0,3.0,Terrace House,Mudah,Batu Pahat
Kulai,750000,1950.0,5.0,5.0,Terrace House,Mudah,Kulai
Skudai,800000,1540.0,4.0,4.0,Terrace House,Mudah,Skudai
Skudai,388000,699.0,2.0,1.0,Terrace House,Mudah,Skudai
Johor Bahru,173000,601.0,2.0,1.0,Residential,Mudah,Johor Bahru
Pasir Gudang,420000,1585.0,4.0,3.0,Terrace House,Mudah,Pasir Gudang
Skudai,280000,818.0,4.0,2.0,Residential,Mudah,Skudai
Pasir Gudang,485000,960.0,4.0,3.0,Terrace House,Mudah,Pasir Gudang
Skudai,498000,1300.0,4.0,1.0,Terrace House,Mudah,Skudai
Skudai,600000,1540.0,4.0,3.0,Terrace House,Mudah,Skudai
Kluang,399000,1200.0,3.0,2.0,Terrace House,Mudah,Kluang
Johor Bahru,880000,4100.0,3.0,2.0,Terrace House,Mudah,Johor Bahru
Kulai,520000,2000.0,3.0,2.0,Terrace House,Mudah,Kulai
Johor Bahru,880000,1560.0,4.0,4.0,Terrace House,Mudah,Johor Bahru
Johor Bahru,630000,1540.0,5.0,3.0,Terrace House,Mudah,Johor Bahru
Johor Bahru,580000,1540.0,3.0,2.0,Terrace House,Mudah,Johor Bahru
Skudai,595000,1400.0,3.0,2.0,Terrace House,Mudah,Skudai
Iskandar Puteri,1300000,4047.0,4.0,3.0,Terrace House,Mudah,Iskandar Puteri
Johor Bahru,545000,1400.0,4.0,3.0,Terrace House,Mudah,Johor Bahru
Johor Bahru,600000,1224.0,3.0,3.0,Residential,Mudah,Johor Bahru
Ulu Tiram,665000,1800.0,4.0,4.0,Terrace House,Mudah,Ulu Tiram
Skudai,390000,840.0,3.0,1.0,Terrace House,Mudah,Skudai
Skudai,750000,2638.0,4.0,4.0,Terrace House,Mudah,Skudai
Pasir Gudang,275000,770.0,2.0,1.0,Terrace House,Mudah,Pasir Gudang
Iskandar Puteri,838000,1540.0,4.0,4.0,Terrace House,Mudah,Iskandar Puteri
Johor Bahru,660000,1400.0,4.0,3.0,Terrace House,Mudah,Johor Bahru
Iskandar Puteri,1280000,1540.0,4.0,5.0,Terrace House,Mudah,Iskandar Puteri
Skudai,390000,1044.0,2.0,2.0,Terrace House,Mudah,Skudai
Iskandar Puteri,838000,1800.0,5.0,3.0,Terrace House,Mudah,Iskandar Puteri
Johor Bahru,388000,1540.0,3.0,2.0,Terrace House,Mudah,Johor Bahru
Johor Bahru,850000,1305.0,3.0,4.0,Terrace House,Mudah,Johor Bahru
Kulai,388000,1300.0,3.0,1.0,Terrace House,Mudah,Kulai
Johor Bahru,1300000,3165.0,4.0,4.0,Terrace House,Mudah,Johor Bahru
Skudai,520000,3250.0,3.0,3.0,Terrace House,Mudah,Skudai
Johor Bahru,1480000,3931.0,7.0,6.0,Terrace House,Mudah,Johor Bahru
Johor Bahru,1500000,3080.0,5.0,5.0,Residential,Mudah,Johor Bahru
Johor Bahru,515000,1540.0,3.0,2.0,Terrace House,Mudah,Johor Bahru
Johor Bahru,595000,2070.0,3.0,2.0,Terrace House,Mudah,Johor Bahru
Johor Bahru,898000,1980.0,4.0,3.0,Terrace House,Mudah,Johor Bahru
Ulu Tiram,685000,1400.0,4.0,4.0,Terrace House,Mudah,Ulu Tiram
Kulai,1000000,9500.0,5.0,3.0,Semi-D,Mudah,Kulai
Johor Bahru,489000,1400.0,4.0,3.0,Terrace House,Mudah,Johor Bahru
Johor Bahru,540000,1540.0,3.0,2.0,Terrace House,Mudah,Johor Bahru
Pasir Gudang,730000,1170.0,4.0,3.0,Terrace House,Mudah,Pasir Gudang
Ulu Tiram,418000,1496.0,3.0,2.0,Terrace House,Mudah,Ulu Tiram
Johor Bahru,670000,1540.0,4.0,3.0,Terrace House,Mudah,Johor Bahru
Johor Bahru,470000,1400.0,4.0,3.0,Residential,Mudah,Johor Bahru
Kulai,550000,1400.0,3.0,2.0,Terrace House,Mudah,Kulai
Johor Bahru,1190000,2240.0,4.0,4.0,Residential,Mudah,Johor Bahru
Kulai,630000,3900.0,4.0,3.0,Bungalow,Mudah,Kulai
Pasir Gudang,430000,1400.0,3.0,2.0,Terrace House,Mudah,Pasir Gudang
Johor Bahru,650000,1400.0,3.0,2.0,Terrace House,Mudah,Johor Bahru
Skudai,1380000,3200.0,5.0,3.0,Semi-D,Mudah,Skudai
Johor Bahru,565000,1650.0,3.0,3.0,Terrace House,Mudah,Johor Bahru
Segamat,250000,1400.0,3.0,2.0,Terrace House,Mudah,Segamat
Skudai,1500000,3500.0,5.0,4.0,Terrace House,Mudah,Skudai
Johor Bahru,900000,1920.0,4.0,3.0,Terrace House,Mudah,Johor Bahru
Skudai,750000,1560.0,4.0,3.0,Terrace House,Mudah,Skudai
Batu Pahat,338000,1540.0,3.0,2.0,Terrace House,Mudah,Batu Pahat
Johor Bahru,2300000,8019.0,6.0,6.0,Bungalow,Mudah,Johor Bahru
Johor Bahru,1850000,3600.0,3.0,3.0,Residential,Mudah,Johor Bahru
Iskandar Puteri,630000,1300.0,3.0,2.0,Terrace House,Mudah,Iskandar Puteri
Skudai,578000,1540.0,3.0,2.0,Terrace House,Mudah,Skudai
Skudai,1090000,2827.0,7.0,5.0,Residential,Mudah,Skudai
Kulai,750000,1950.0,5.0,4.0,Terrace House,Mudah,Kulai
Pasir Gudang,458000,2174.0,3.0,2.0,Terrace House,Mudah,Pasir Gudang
Kluang,266000,1980.0,3.0,2.0,Residential,Mudah,Kluang
Johor Bahru,649000,1170.0,3.0,3.0,Terrace House,Mudah,Johor Bahru
Ulu Tiram,650000,1500.0,4.0,3.0,Terrace House,Mudah,Ulu Tiram
Kulai,600000,2145.0,4.0,3.0,Terrace House,Mudah,Kulai
Johor Bahru,738000,1200.0,4.0,3.0,Terrace House,Mudah,Johor Bahru
Kulai,1350000,2720.0,5.0,4.0,Residential,Mudah,Kulai
Kluang,588000,1980.0,4.0,3.0,Terrace House,Mudah,Kluang
Johor Bahru,1350000,4800.0,4.0,3.0,Semi-D,Mudah,Johor Bahru
Iskandar Puteri,2000000,2557.0,4.0,4.0,Terrace House,Mudah,Iskandar Puteri
Kluang,165000,1040.0,2.0,1.0,Terrace House,Mudah,Kluang
Ulu Tiram,355000,775.0,3.0,2.0,Terrace House,Mudah,Ulu Tiram
Pasir Gudang,540000,1825.0,4.0,3.0,Terrace House,Mudah,Pasir Gudang
Kulai,330000,1155.0,3.0,2.0,Residential,Mudah,Kulai
Johor Bahru,650000,2310.0,4.0,3.0,Terrace House,Mudah,Johor Bahru
Johor Bahru,950000,3560.0,4.0,4.0,Semi-D,Mudah,Johor Bahru
Johor Bahru,768000,4950.0,5.0,5.0,Terrace House,Mudah,Johor Bahru
Pasir Gudang,560000,1950.0,4.0,3.0,Terrace House,Mudah,Pasir Gudang
Johor Bahru,900000,2600.0,4.0,3.0,Terrace House,Mudah,Johor Bahru
Kluang,210000,1076.0,2.0,1.0,Terrace House,Mudah,Kluang
Pasir Gudang,440000,960.0,4.0,3.0,Terrace House,Mudah,Pasir Gudang
Pasir Gudang,425000,1400.0,3.0,2.0,Terrace House,Mudah,Pasir Gudang
Iskandar Puteri,1600000,3089.0,4.0,4.0,Terrace House,Mudah,Iskandar Puteri
Kulai,455000,1080.0,4.0,3.0,Terrace House,Mudah,Kulai
Kulai,438000,1540.0,3.0,2.0,Terrace House,Mudah,Kulai
Johor Bahru,185000,770.0,2.0,1.0,Residential,Mudah,Johor Bahru
Gelang Patah,798000,2380.0,5.0,4.0,Residential,Mudah,Gelang Patah
Johor Bahru,1200000,3412.0,5.0,3.0,Semi-D,Mudah,Johor Bahru
Ulu Tiram,348300,1540.0,3.0,2.0,Terrace House,Mudah,Ulu Tiram
Skudai,740000,2552.0,4.0,3.0,Terrace House,Mudah,Skudai
Johor Bahru,768000,2198.0,3.0,2.0,Terrace House,Mudah,Johor Bahru
Johor Bahru,1880000,3200.0,4.0,6.0,Semi-D,Mudah,Johor Bahru
Kulai,538000,3057.0,4.0,2.0,Terrace House,Mudah,Kulai
Kulai,421200,1076.0,4.0,3.0,Terrace House,Mudah,Kulai
Skudai,460000,753.0,3.0,2.0,Terrace House,Mudah,Skudai
Kulai,348000,730.0,3.0,2.0,Terrace House,Mudah,Kulai
Johor Bahru,880000,3640.0,4.0,3.0,Terrace House,Mudah,Johor Bahru
Batu Pahat,380000,1500.0,3.0,2.0,Terrace House,Mudah,Batu Pahat
Kulai,448000,1400.0,4.0,3.0,Terrace House,Mudah,Kulai
Kulai,420000,1100.0,3.0,4.0,Terrace House,Mudah,Kulai
Kluang,388000,1300.0,3.0,2.0,Terrace House,Mudah,Kluang
Gelang Patah,870000,3010.0,4.0,3.0,Terrace House,Mudah,Gelang Patah
Ulu Tiram,698000,3780.0,6.0,3.0,Terrace House,Mudah,Ulu Tiram
Iskandar Puteri,665000,1400.0,4.0,3.0,Terrace House,Mudah,Iskandar Puteri
Skudai,468000,1750.0,3.0,1.0,Terrace House,Mudah,Skudai
Johor Bahru,655000,1170.0,3.0,3.0,Terrace House,Mudah,Johor Bahru
Kulai,488000,1800.0,4.0,3.0,Terrace House,Mudah,Kulai
Kulai,455000,1170.0,4.0,3.0,Terrace House,Mudah,Kulai
Johor Bahru,760000,1540.0,4.0,4.0,Terrace House,Mudah,Johor Bahru
Johor Bahru,658000,1170.0,3.0,3.0,Terrace House,Mudah,Johor Bahru
Kulai,457000,1560.0,4.0,3.0,Terrace House,Mudah,Kulai
Pasir Gudang,410000,775.0,3.0,2.0,Terrace House,Mudah,Pasir Gudang
Johor Bahru,718000,1650.0,4.0,3.0,Terrace House,Mudah,Johor Bahru
Kulai,360000,1080.0,3.0,2.0,Terrace House,Mudah,Kulai
Kulai,1180000,3710.0,4.0,3.0,Terrace House,Mudah,Kulai
Kulai,338000,2605.0,2.0,1.0,Terrace House,Mudah,Kulai
Johor Bahru,780000,2938.0,4.0,3.0,Terrace House,Mudah,Johor Bahru
Iskandar Puteri,978000,2800.0,4.0,4.0,Terrace House,Mudah,Iskandar Puteri
Gelang Patah,520000,1170.0,4.0,3.0,Terrace House,Mudah,Gelang Patah
Batu Pahat,360000,3429.0,4.0,3.0,Semi-D,Mudah,Batu Pahat
Johor Bahru,598000,1400.0,3.0,2.0,Terrace House,Mudah,Johor Bahru
Skudai,545000,3250.0,3.0,2.0,Terrace House,Mudah,Skudai
Skudai,610000,2600.0,3.0,2.0,Terrace House,Mudah,Skudai
Skudai,790000,3850.0,6.0,3.0,Terrace House,Mudah,Skudai
Skudai,588000,2940.0,3.0,2.0,Terrace House,Mudah,Skudai
Skudai,1080000,1584.0,4.0,4.0,Terrace House,Mudah,Skudai
Kluang,250000,1540.0,4.0,3.0,Terrace House,Mudah,Kluang
Ulu Tiram,378000,770.0,2.0,1.0,Terrace House,Mudah,Ulu Tiram
Kluang,300000,1907.0,4.0,3.0,Terrace House,Mudah,Kluang
Ulu Tiram,560000,1541.0,4.0,3.0,Terrace House,Mudah,Ulu Tiram
Gelang Patah,698000,2240.0,4.0,3.0,Residential,Mudah,Gelang Patah
Kulai,460000,1540.0,3.0,2.0,Terrace House,Mudah,Kulai
Johor Bahru,550000,1350.0,4.0,3.0,Terrace House,Mudah,Johor Bahru
Johor Bahru,529000,1672.0,3.0,2.0,Terrace House,Mudah,Johor Bahru
Johor Bahru,430000,1540.0,3.0,2.0,Terrace House,Mudah,Johor Bahru
Johor Bahru,485000,1400.0,3.0,2.0,Terrace House,Mudah,Johor Bahru
Gelang Patah,498000,2240.0,3.0,2.0,Semi-D,Mudah,Gelang Patah
Skudai,389000,700.0,3.0,2.0,Terrace House,Mudah,Skudai
Skudai,778000,3410.0,3.0,2.0,Terrace House,Mudah,Skudai
Pasir Gudang,378000,775.0,3.0,2.0,Terrace House,Mudah,Pasir Gudang
Kulai,438000,1400.0,3.0,2.0,Terrace House,Mudah,Kulai
Skudai,428000,1067.0,3.0,2.0,Terrace House,Mudah,Skudai
Kulai,588000,1900.0,4.0,2.0,Terrace House,Mudah,Kulai
Johor Bahru,738000,1540.0,4.0,3.0,Terrace House,Mudah,Johor Bahru
Kulai,528000,1540.0,3.0,2.0,Terrace House,Mudah,Kulai
Iskandar Puteri,4500000,5000.0,5.0,6.0,Bungalow,Mudah,Iskandar Puteri
Batu Pahat,318000,1540.0,3.0,1.0,Terrace House,Mudah,Batu Pahat
Permas Jaya,580000,1540.0,4.0,3.0,Terrace House,Mudah,Permas Jaya
Johor Bahru,795000,1600.0,5.0,4.0,Terrace House,Mudah,Johor Bahru
Kulai,285000,2088.0,3.0,2.0,Terrace House,Mudah,Kulai
Pasir Gudang,480000,1400.0,4.0,3.0,Terrace House,Mudah,Pasir Gudang
Johor Bahru,700000,1540.0,4.0,3.0,Terrace House,Mudah,Johor Bahru
Johor Bahru,418000,770.0,3.0,1.0,Terrace House,Mudah,Johor Bahru
Kluang,320000,1540.0,3.0,2.0,Terrace House,Mudah,Kluang
Kluang,145000,770.0,2.0,2.0,Terrace House,Mudah,Kluang
Kluang,388000,2350.0,3.0,2.0,Terrace House,Mudah,Kluang
Kluang,280000,1200.0,3.0,2.0,Terrace House,Mudah,Kluang
Iskandar Puteri,630000,1560.0,3.0,2.0,Terrace House,Mudah,Iskandar Puteri
Iskandar Puteri,589000,1540.0,3.0,2.0,Terrace House,Mudah,Iskandar Puteri
Kulai,450000,1540.0,4.0,3.0,Terrace House,Mudah,Kulai
Johor Bahru,688000,1800.0,4.0,3.0,Terrace House,Mudah,Johor Bahru
Skudai,1001516,2240.0,4.0,4.0,Residential,Mudah,Skudai
Pasir Gudang,299000,1350.0,3.0,1.0,Terrace House,Mudah,Pasir Gudang
Kluang,350000,1400.0,3.0,2.0,Terrace House,Mudah,Kluang
Kluang,268000,990.0,2.0,2.0,Terrace House,Mudah,Kluang
Kulai,288000,770.0,4.0,2.0,Terrace House,Mudah,Kulai
Johor Bahru,393000,770.0,3.0,1.0,Terrace House,Mudah,Johor Bahru
Iskandar Puteri,1850000,2400.0,5.0,4.0,Residential,Mudah,Iskandar Puteri
Johor Bahru,588000,1400.0,3.0,2.0,Terrace House,Mudah,Johor Bahru
Ulu Tiram,365000,840.0,3.0,2.0,Terrace House,Mudah,Ulu Tiram
Kulai,368000,775.0,3.0,2.0,Terrace House,Mudah,Kulai
Ulu Tiram,550000,1980.0,4.0,3.0,Terrace House,Mudah,Ulu Tiram
Kluang,188000,775.0,3.0,2.0,Terrace House,Mudah,Kluang
Johor Bahru,750000,1540.0,5.0,4.0,Terrace House,Mudah,Johor Bahru
Iskandar Puteri,598000,1941.0,4.0,3.0,Terrace House,Mudah,Iskandar Puteri
Skudai,795000,1600.0,5.0,4.0,Terrace House,Mudah,Skudai
Kulai,368000,775.0,3.0,2.0,Residential,Mudah,Kulai
Johor Bahru,680000,1540.0,4.0,3.0,Terrace House,Mudah,Johor Bahru
Skudai,638000,2318.0,4.0,3.0,Residential,Mudah,Skudai
Johor Bahru,750000,1400.0,4.0,3.0,Terrace House,Mudah,Johor Bahru
Kulai,468000,1800.0,3.0,2.0,Terrace House,Mudah,Kulai
Johor Bahru,800000,2230.0,6.0,3.0,Terrace House,Mudah,Johor Bahru
Skudai,650000,2100.0,5.0,3.0,Residential,Mudah,Skudai
Kulai,675000,4176.0,3.0,2.0,Terrace House,Mudah,Kulai
Skudai,513000,2571.0,3.0,2.0,Terrace House,Mudah,Skudai
Johor Bahru,680000,1170.0,3.0,3.0,Terrace House,Mudah,Johor Bahru
Ulu Tiram,650000,2640.0,4.0,3.0,Terrace House,Mudah,Ulu Tiram
Ulu Tiram,405000,1302.0,4.0,3.0,Terrace House,Mudah,Ulu Tiram
Kulai,423000,1060.0,3.0,2.0,Terrace House,Mudah,Kulai
Kluang,216000,1399.0,3.0,2.0,Terrace House,Mudah,Kluang
Johor Bahru,790000,1650.0,5.0,4.0,Terrace House,Mudah,Johor Bahru
Kulai,380000,1540.0,2.0,2.0,Terrace House,Mudah,Kulai
Skudai,428000,1400.0,3.0,2.0,Terrace House,Mudah,Skudai
Pasir Gudang,360000,1280.0,3.0,3.0,Terrace House,Mudah,Pasir Gudang
Johor Bahru,668000,1170.0,3.0,3.0,Terrace House,Mudah,Johor Bahru
Kulai,430000,2022.0,4.0,2.0,Terrace House,Mudah,Kulai
Johor Bahru,428000,770.0,4.0,3.0,Terrace House,Mudah,Johor Bahru
Johor Bahru,388000,770.0,2.0,2.0,Terrace House,Mudah,Johor Bahru
Pontian,393000,770.0,3.0,1.0,Terrace House,Mudah,Pontian
Ulu Tiram,288000,770.0,3.0,2.0,Terrace House,Mudah,Ulu Tiram
Johor Bahru,378000,728.0,3.0,1.0,Terrace House,Mudah,Johor Bahru
Iskandar Puteri,838000,1931.0,4.0,3.0,Terrace House,Mudah,Iskandar Puteri
Segamat,260000,1680.0,3.0,2.0,Terrace House,Mudah,Segamat
Skudai,279000,770.0,3.0,2.0,Terrace House,Mudah,Skudai
Johor Bahru,1380000,3360.0,5.0,6.0,Semi-D,Mudah,Johor Bahru
Pasir Gudang,570000,2450.0,3.0,2.0,Semi-D,Mudah,Pasir Gudang
Skudai,778000,3409.0,3.0,2.0,Terrace House,Mudah,Skudai
Skudai,475000,1760.0,3.0,2.0,Terrace House,Mudah,Skudai
Iskandar Puteri,719000,1430.0,3.0,2.0,Terrace House,Mudah,Iskandar Puteri
